name__text,description__text,id,url,Start date,Start time,End date,End time,summary,logo_id,organizer_id,venue_id,category_id,resource_uri,logo__url
Photographic Thoughtflow Sessions & Lecture with Tony Hewitt Melbourne,"  It's that time of year again! With awards season in full swing, we've joined forces with the best in the industry to give you a day of invaluable information from one of our very own prestigious ambassadors.ÿ    We all have our own way of seeing, and in the world of creative image making it seems everyone is looking for the 'Edge' that will help our images stand out from others. Whatever genre you choose to photograph, your personal signature and style is something that is unique to you. Understand and recogniseÿthe value of your personal style and challenge yourself to take your style to the next level.     40 Minute Day Sessions - 12 pm - 4:40 pm A unique opportunity to learn close up with Tony where he will share in the basic Thoughtflow and Workflowÿbehind his image preparation for various outcomes including, image preparation for Awards & Exhibitions, and some Creative and Practical techniques.You'll learn:  Image editing techniques to take your images from the interesting to the extraordinary How to format your image to suit the intended output, whether it's print competitions, exhibitions, books & magazines, or online.  *Maximum one session per person. Please do not book multiple sessions. 2 Hour Evening Talk - 6:30 pm -8:30 pm The Power of Personal ProjectsJoin us at 6:30 pm as Tony leads you on an inspirational journey through some of his personal projects.In a world saturated by image making, we are often challenged as photographers and business people to find individuality, purpose and direction. Personal Projects have the power help us discover not only our true potential, but also what it is that brings out the best of who we are as image makers, and where we can create the greatest difference. AIPP Grand Master Tony Hewitt will share his experience and learnings from some of his most successful personal projects, including fulfilling a lifelong dream that resulted in one of the biggest photographic projects ever undertaken in Australia.ÿSpots are limited and bookings are essential. There are 4 tickets available per session - book your spot today. About Tony Hewitt - Tony Hewitt is an internationally recognised, multiple award-winning landscape photographer based in Perth.He has explored the genres of Fine Art Photography, Landscape, Portrait and Commercial, and has been exhibited both locally and internationally.Tony is a ?Grand Master of Photography? and Honorary Fellow of the AIPP, and a Fellow of the NZIPP.ÿhttp://www.tonyhewitt.com/  ",61411614793,https://www.eventbrite.com.au/e/photographic-thoughtflow-sessions-lecture-with-tony-hewitt-melbourne-tickets-61411614793?aff=ebapi,5/22/2019,12:00 PM,5/22/2019,8:30 PM,"  It's that time of year again! With awards season in full swing, we've joined forces with the best in the industry to give you a day of inv",61739026,17674044302,32003669,119,https://www.eventbriteapi.com/v3/events/61411614793/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F61739026%2F266989205911%2F1%2Foriginal.20190506-060014?h=200&w=450&auto=compress&rect=0%2C55%2C1746%2C873&s=a3452e1b43c0bba89a6b1bd9b3b1bc75
Pint of Archaeology at the Alderman,"To celebrate National Archaeology Week, we will be hosting a series of presentations by staff at La Trobe and post-graduate students about their research. This events is free and open to anyone, but places are limited so please book to ensure you can attend.",61286554735,https://www.eventbrite.com.au/e/pint-of-archaeology-at-the-alderman-tickets-61286554735?aff=ebapi,5/21/2019,6:00 PM,5/21/2019,8:00 PM,"To celebrate National Archaeology Week, we will be hosting a series of presentations by staff at La Trobe and post-graduate students about t",null,20160700899,31945214,119,https://www.eventbriteapi.com/v3/events/61286554735/,
Be Connected computer club,"Join us for 6ÿFREEÿcomputer classes using the Be Connected online learning resources, aimed at older learners. Our experienced tutor will talk you through the basics of getting to know your computer, learning about cyber safety and make use of iPads to check out social media platforms. Computers and iPads provided, but please BYO if you have one. Suitable for complete beginners. Call us on 9687 1560 for more information.",61085914615,https://www.eventbrite.com.au/e/be-connected-computer-club-tickets-61085914615?aff=ebapi,5/21/2019,2:30 PM,5/21/2019,4:30 PM,"Join us for 6ÿFREEÿcomputer classes using the Be Connected online learning resources, aimed at older learners. Our experienced tutor will ta",61408380,17180120872,31815196,119,https://www.eventbriteapi.com/v3/events/61085914615/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F61408380%2F251962278621%2F1%2Foriginal.20190430-051146?h=200&w=450&auto=compress&rect=0%2C67%2C2048%2C1024&s=073d1301dd0e6300d364fcc8288e5aa7
Bellydance Classes in Melbourne,"Soy Carla, Soy Profesora de Ed. F¡sica de Profesi¢n y Profesora de Danza Arabe hace 8 a¤os en Chile y estoy muy feliz de contarles que comenzar‚ a hacer clases de Danza Arabe en Melbourne!",57248852860,https://www.eventbrite.es/e/entradas-bellydance-classes-in-melbourne-57248852860?aff=ebapi,5/13/2019,7:30 PM,5/13/2019,8:30 PM,"Soy Carla, Soy Profesora de Ed. F¡sica de Profesi¢n y Profesora de Danza Arabe hace 8 a¤os en Chile y estoy muy feliz de contarles que comen",57298835,18968757293,29949540,119,https://www.eventbriteapi.com/v3/events/57248852860/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F57298835%2F263027022424%2F1%2Foriginal.20190223-012339?h=200&w=450&auto=compress&rect=0%2C314%2C940%2C470&s=1d2146fa2fa798d75c1c86e114175734
**SOLD OUT** Younghusband Tour ? from wool store to beautiful industrial village,"As part of the Australian Heritage Festival, explore Kensington?s impressive 19th-century industrial Younghusband woolstore precinct on a guided tour and discover its unique past, present and future. Be part of the Younghusband story as it embarks on a rejuvenation process to become a diverse urban village that celebrates the site's heritage. On the Kensington railway stands Younghusband, an impressive collection of industrial red brick buildings spanning two blocks, connected by a bluestone laneway. Once a wool store and now home to some of Melbourne?s most creative businesses and artists ? the historical warehouse built in 1906 is again being reimagined. Over the next five years, Impact Investment Group will transform the precinct into a beautiful industrial village for the common good, with an eclectic mix of values aligned tenants including government, corporates, artists, makers, hospitality and e-commerce businesses. Working with leading architects Woods Bagot, IIG aims for the Younghusband project to demonstrate how a heritage industrial area can be revitalised with a deep commitment to the principles of sustainability, heritage, collaboration and community. Visitors will be inspired by vast open spaces filled with natural light filtered through the sawtooth roof, original timber floors, iron beams and exposed brick.",58227021589,https://www.eventbrite.com.au/e/sold-out-younghusband-tour-from-wool-store-to-beautiful-industrial-village-tickets-58227021589?aff=ebapi,5/14/2019,3:00 PM,5/14/2019,4:00 PM,"As part of the Australian Heritage Festival, explore Kensington?s impressive 19th-century industrial Younghusband woolstore precinct on a gu",57949727,19569035028,30509021,119,https://www.eventbriteapi.com/v3/events/58227021589/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F57949727%2F231243637288%2F1%2Foriginal.20190306-063123?h=200&w=450&auto=compress&rect=0%2C71%2C1000%2C500&s=3a7705f3ca51c1d943b90d9bf0571579
Rainbow Jar Craft Drop-In Session,Make a rainbow jar ? they?re super stylish and so much fun to make! Grab your friends and come along for some all ages craft bonding. Everyone is welcome. No need to book - just drop in. Materials supplied. Darebin Libraries uses Eventbrite for all event bookings. When booking with Eventbrite individuals will be required to provide their name and contact details. Eventbrite?s privacy policy can be found at the Privacy link located at the bottom of this page. Individuals may choose to book directly with Darebin Libraries by contacting the library on 1300 655 355.,59300928674,https://www.eventbrite.com.au/e/rainbow-jar-craft-drop-in-session-tickets-59300928674?aff=ebapi,5/17/2019,3:00 PM,5/17/2019,5:00 PM,Make a rainbow jar ? they?re super stylish and so much fun to make! Grab your friends and come along for some all ages craft bonding. Everyo,59037395,2046839277,31094806,119,https://www.eventbriteapi.com/v3/events/59300928674/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F59037395%2F29101596107%2F1%2Foriginal.20190324-232737?h=200&w=450&auto=compress&rect=0%2C0%2C2160%2C1080&s=b8e90d28d190da975fe436f38bd69d92
Roll-a-comic workshop for teens,"Roll the dice to create your own 1-2 page comic with artist David Piper. For students aged 12-17 years. Free event, registrations required.",56953223625,https://www.eventbrite.com.au/e/roll-a-comic-workshop-for-teens-tickets-56953223625?aff=ebapi,5/16/2019,4:00 PM,5/16/2019,5:30 PM,"Roll the dice to create your own 1-2 page comic with artist David Piper. For students aged 12-17 years. Free event, registrations required.",57576174,3074435448,31397899,119,https://www.eventbriteapi.com/v3/events/56953223625/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F57576174%2F49100826570%2F1%2Foriginal.20190228-013514?h=200&w=450&auto=compress&rect=0%2C141%2C1600%2C800&s=05e7bb8e84176cb305d786d24b498566
Crafternoons For Kids - Autumn Collage,Create a beautiful autumn tree with falling leaves and cute birds!Children must be supervised by a parent or guardian at all times.ÿ Suitable for children aged 5-12 years.ÿ Bookings Essential! Darebin Libraries uses Eventbrite for all event bookings. When booking with Eventbrite individuals will be required to provide their name and contact details. Eventbrite?s privacy policy can be found at the Privacy link located at the bottom of this page. Individuals may choose to book directly with Darebin Libraries by contacting the library on telephone 1300 655 355.,59361085605,https://www.eventbrite.com.au/e/crafternoons-for-kids-autumn-collage-tickets-59361085605?aff=ebapi,5/16/2019,4:00 PM,5/16/2019,5:00 PM,Create a beautiful autumn tree with falling leaves and cute birds!Children must be supervised by a parent or guardian at all times.ÿ Suitabl,59108141,2046839277,31395016,119,https://www.eventbriteapi.com/v3/events/59361085605/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F59108141%2F29101596107%2F1%2Foriginal.20190325-234442?h=200&w=450&auto=compress&rect=0%2C0%2C2160%2C1080&s=44d1b03b2ae2f87e88d9d428c5a8315e
Composting to improve your soil - Fawkner Library,"Composting your own kitchen leftoversÿand garden scraps is so much moreÿthan just recycling your organic waste.Understand what is really going on in theÿcompost heap and worm farm. Tash vanÿVelzen, horticulturalist and environmentalÿeducator, is passionate about soil circles.ÿFeed your soil and the soil will feed you.Registrations essential.    ",57674111821,https://www.eventbrite.com.au/e/composting-to-improve-your-soil-fawkner-library-registration-57674111821?aff=ebapi,5/16/2019,11:00 AM,5/16/2019,12:30 PM,Composting your own kitchen leftoversÿand garden scraps is so much moreÿthan just recycling your organic waste.Understand what is really goi,58720186,368932576,16631053,119,https://www.eventbriteapi.com/v3/events/57674111821/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F58720186%2F2947365139%2F1%2Foriginal.20190319-052423?h=200&w=450&auto=compress&rect=0%2C0%2C2160%2C1080&s=817c5326565626f7647603d2243cd239
Jells Park Photo Walk :: In the Footsteps of Clarice Beckett,"Clarise Beckett was a tonalist painter, in the Max Meldrum tradition, who painted many works around Beaumaris. Her work may not be widely known but embraced many aspects of tonalism, minimalism in a modernist way. This walk will visit places both she and the Heildelberg School Impressionists painted and look at tonal balance in the way a photo can be composed. Hopefully you?ll also get a chance to photograph a variety of water birds, beach scenes and some traditional (less colourful) beach boxes. ?A painter should begin every canvas with a wash of black, because all things in nature are dark except where exposed by the light.?ÿ ?ÿLeonardo da Vinci",57070435208,https://www.eventbrite.com.au/e/jells-park-photo-walk-in-the-footsteps-of-clarice-beckett-tickets-57070435208?aff=ebapi,5/15/2019,10:30 AM,5/15/2019,12:00 PM,"Clarise Beckett was a tonalist painter, in the Max Meldrum tradition, who painted many works around Beaumaris. Her work may not be widely kn",57753285,14790424277,31860539,119,https://www.eventbriteapi.com/v3/events/57070435208/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F57753285%2F195568253544%2F1%2Foriginal.20190303-034323?h=200&w=450&auto=compress&rect=0%2C0%2C1032%2C516&s=5ab46768576a5ca70dab3e33f0a4d060
GARDEN TALK: HEROES AND VILLAINS II,"Between the 1930s and 60s John and Sunday Reed planted a myriad of exotic tree species at Heide. This guided tour led by Heide Gardener David Murphy will highlight the Reeds? early ambitions for the property, and how their ideas about gardening changed over the fifty years that they occupied the site. FREE Assemble Plaza Heide III",56772417830,https://www.eventbrite.com.au/e/garden-talk-heroes-and-villains-ii-registration-56772417830?aff=ebapi,5/9/2019,11:00 AM,5/9/2019,12:00 PM,Between the 1930s and 60s John and Sunday Reed planted a myriad of exotic tree species at Heide. This guided tour led by Heide Gardener Davi,56967111,8374071020,11161833,119,https://www.eventbriteapi.com/v3/events/56772417830/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F56967111%2F149425262899%2F1%2Foriginal.jpg?h=200&w=450&auto=compress&rect=0%2C50%2C804%2C402&s=db3b1c16a492c615a15964ebd9e0a7fc
Toni Jordan Author Talk,"Award-winning author Toni Jordan will join us to talk about her new historical mystery novel. The Fragments is a superbly crafted and captivating literary mystery about a lost book and a secret love. Wonderfully written and full of entertaining plot twists, we can?t wait to hear Toni share her insights into the process of researching and writing her latest book.Fairfield Books will be on hand with Toni?s novels, which you can purchase and have signed by the author on the night. Refreshments provided. BYO cup. Book online at darebinlibraries.vic.gov.au or call 1300 655 355.  Darebin Libraries uses Eventbrite for all event bookings. When booking with Eventbrite individuals will be required to provide their name and contact details. Eventbrite?s privacy policy can be found at the Privacy link located at the bottom of this page. Individuals may choose to book directly with Darebin Libraries by contacting the library on 1300 655 355.",59300449240,https://www.eventbrite.com.au/e/toni-jordan-author-talk-tickets-59300449240?aff=ebapi,5/7/2019,7:00 PM,5/7/2019,8:00 PM,Award-winning author Toni Jordan will join us to talk about her new historical mystery novel. The Fragments is a superbly crafted and captiv,59036406,2046839277,31814464,119,https://www.eventbriteapi.com/v3/events/59300449240/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F59036406%2F29101596107%2F1%2Foriginal.20190324-225404?h=200&w=450&auto=compress&rect=0%2C0%2C2160%2C1080&s=baffe2a0505709c5bc8b93a6aebc4b95
SHERWOOD Book Meet,Join us for ourÿSherwoodÿBook Meet on Tuesday 7 May! We can't wait to discuss our April Book of the Month with all of you at the lovely Readings State Library store. Join us at 6.30pm to chat about Meagan Spooner's latest YA release! We hope to see you there.,60742409181,https://www.eventbrite.com.au/e/sherwood-book-meet-tickets-60742409181?aff=ebapi,5/7/2019,6:30 PM,5/7/2019,8:00 PM,Join us for ourÿSherwoodÿBook Meet on Tuesday 7 May! We can't wait to discuss our April Book of the Month with all of you at the lovely Read,60808572,12621525523,29675066,119,https://www.eventbriteapi.com/v3/events/60742409181/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F60808572%2F198231315394%2F1%2Foriginal.20190423-075847?h=200&w=450&auto=compress&rect=0%2C0%2C1600%2C800&s=d3c07ce5a1667dc05f17c809dfdb9021
